Index,Hotel,Review,polarity,real_fake
430,Fairmont Palliser,An absolute awful experience. Stayed at the palliser the night before my wedding and the wedding night. First off our entire floor smelt like old rotting fish. After askinf staff 3 different times to confirm something special would be done on our wedding night nothing was done. They reassured me everytime it would happen. Absolutely unreal. Sincerely disappointed.,negative,fake
431,Fairmont Palliser,"Stayed at the Fairmont Palliser in Calgary and had no water most of today! No working washrooms or showers...  Though the concierge knew there was a water shut down scheduled for the next day, he did not inform us of it upon check-in.  It was after we’d settled in our room that we found a letter on the desk notifying us there would be no water between 9am and 5pm of Oct 18. The Guest Services Manager responded to my concerned email by offering complimentary bottled water and coffee in the lobby. Because a free cup of coffee sure makes up for not being able to shower or use the washroom all day... If the hotel is being renovated and you won’t be able to offer the most basic amenities, it should be closed until the work is finished!  We were expecting exceptional service and…",negative,real
432,Fairmont Palliser,"Noisiest hotel I've ever stayed in. It's 2.00am and I'm wide awake because there are all-night merchant trains thundering past the window with squealing brakes and hideous banging. The room is hot, the tea wasn't replaced. I paid over $450AU a night, with no breakfast, for this hotel and will be lucky to sleep at all.",negative,real
433,Fairmont Palliser,Chose this brand which is known for beautiful hotels in Canada. Was quite overpriced when compared to several options nearby but wanted to see what’s special. The answer is absolutely nothing. The room is so tiny that there is no place to both more than one suitcase. The bathroom has a tiny shower (no tub) and is smaller than a pigeonhole. The lone small window overlooks a parking lot/ side street.  The inroom dining’s limited options are better off skipped- horrible food and extremely over priced.  Would chose almost anywhere else if back in Calgary.,negative,real
434,Fairmont Palliser,"Extremely disappointing experience! My husband and I booked a night getaway including couple's spa massage at their Spa downstairs. It was a cold snowy day and the heat in our room stopped working around 10 PM. We called the front desk to rectify the situation and they sent someone to check it, however, couldn't be fixed right away. Instead, they brought us  a SPACE HEATER!!!!! I have never stayed at a hotel where i had to heat up my room with a space heater. This is not the standards I hold Fairmont to. They should have moved us to another room with working heat. I called in the morning to speak with a manager and she gave us $90 discount on our room, what a disappointment. It should have been free for having to sleep in a freezing cold room. To top it off, early morning there…",negative,real
435,Fairmont Palliser,"Hotel in the process of decay, air conditioning, room, hallway, telephones, Wifi, paying water.... horrible breakfast in a corridor  after the SPA in the basement!!! The new large hotel chains built next door will knock you out......",negative,fake
436,Fairmont Palliser,The reason I booked the Fairmont is because it is always my preferred choice for business and personal.   This was the worst stay of my life. They have a railway station beside the hotel and have done nothing to try to cancel or minimize the loud train noise that occurs all night long.   I let the front desk clerk know of my experience and she didn’t do anything. Her only response was “it is a heritage train”.   This is not a 5 star hotel and it sure wasn’t to the Fairmont standards I have experienced in the past.   Book somewhere else if your visiting Calgary. ,negative,real
437,Fairmont Palliser,"We booked to stay 2 days. After surviving the valet parking. valet parking is on the main road in front of hotel with no drive through. you parking right on the main street. traffic is busy and you take you life in your hands get out of your car. There so busy that you leave you car un attended for on the street while you book into hotel. Then you have to got back to get your luggage because there to busy to get them for you. if you need to go some where , it takes up to 40 min to get your car to leave. They don't have self parking.  we got to our room which looks out to a wall. The bath tube was coming apart , the room was old and falling apart. Finally got a different room the next day and room was no better. Bathroom toilet was right next to wall and anyone over 80 lbs could…",negative,real
438,Fairmont Palliser,Pool is dirty and dangerous to small children. Rooms are the smallest i have ever seen. Staff was over entitled and rude. Hidden charges for parking. Do not eat at this hotel unless you are rich and a snob.,negative,fake
439,Fairmont Palliser,"Service and amenities were overpriced with hidden extras scattered throughout. The biggest disappointment was the jacuzzi and steam room. This particular location seems to rely on the Fairmont name, or is just overconfident in such name, and forgets their overall purpose - to make a guest's stay feel like the money spent is irrelevant. ",negative,fake
440,Fairmont Palliser,All went well except the bathtub is risky.  Nothing to hang on to and rim of tub is narrow and rounded so I had a nasty fall.  I was given Tylenol and a free breakfast.  Chose not to go to the hospital as I was leaving the next day.  ,negative,real
441,Fairmont Palliser,"After about 4 minutes line up at the Fairmont Palliser starbucks , I ordered a Grande Blonde and ready to pay using my starbuck app, Eden told me that their system is down so i cannot pay by the app, I said i don't have any cash with me as i was expected to pay by the app as always at Starbucks. All she responded to me was ""Sorry"" without giving me any solution. I do not expect that she give me a free coffee or something but at least provide me with a solution like take the coffee and come back with cash later. If you know your system is not working i think it would be a good idea to put a sign in front of the store so your customers are aware in the event they only can pay by the app. I'm a loyal Starbucks customers and always happy with their customer service but this location…",negative,real
442,Fairmont Palliser,"A gong show from the get-go. No remote control in the room. The replacement didn't work and the phone to the front desk rang for five frustrating minutes before anyone bothered to answer. Hey, what can one expect for $225+parking?!?! Answering phones is too much to ask. So eventually when we realized the issue was with the television, I changed rooms.   Then the lamp in the new room flickered on and off until I had to unplug it because the switch was broken.   The bathrooms are incredibly small. Overall, terrible value for the price. Not at all up to Fairmont standards. A rip-off right down the line. Who's taking charge of maintenance in this dump? The Manager should brush up on his resume pronto!!",negative,real
443,Fairmont Palliser,"I am a frequent Fairmont guest as I travel extensively for work. I checked into the Palliser later in the night and changed into a robe to go to bed but  found that there was an issue with the bath products provided.  I tried to use the phone to call to the front desk/concierge/anyone but the phone didn't work. I then tried to call the front desk from my cell but four calls rang to no answer.  I had to put my clothes back on and go down to the front desk.  I felt unsafe with no way to use my phone and having to go back to the lobby at midnight. Of course after breakfast , my key card no longer worked in my room door.  No apology at the front desk and no acknowledgement of anything wrong from the manager.  Blank stare followed by an offer to pay for my breakfast? As a female…",negative,real
444,Fairmont Palliser,"Dined at the Palliser Christmas Eve and was completely underwhelmed.  Told to wait in a lounge where EVERY table was littered with dirty dishes left from a tea service that ended at 4pm.  Our reservation was for 8:30.  By 9pm we were still waiting to be seated while half the tables in the dining room were empty.  Very dirty dining room.  Service when we did get seated was just ""ok"".  Food was great. Didn't appreciate the large, very squeaky cart of dirty dishes being pushed through the middle of the dining room during our meal.... Very disappointed.  I expected more from such an establishment.",negative,real
445,Fairmont Palliser,"room itself was terribly noisy from trains all night long with no upfront warning at check in. Server spilled an entire container of water table and on my wife with no apology or even acknowledgement except to get towels and dry things. She went to room, removed gown and return in street clothing. Rate of absolute ZERO on this facility",negative,real
446,Fairmont Palliser,"I stayed at this hotel in September 2013 on a business trip.  My boss asked me to stay at this hotel as sort of a guinea pig because he was always interested in staying there because he raves about the Banff location.  When i stayed at this hotel, I had to switch my room 2x before receiving an acceptable room.  The first room was in the back of the hotel so I heard the freight train coming past.  The second room had a very awful stench as if someone was smoking in it.  Th third room was very nice, no complaints of that one.  The hotel decor is not very modern, but I guess that is the look it is going for, however, the carpets seemed very dingy and old.  My biggest complaint comes from when I was checking out the pool area.  While checking the temperature of the hot tub water, a…",negative,real
447,Fairmont Palliser,Worst place to go with family for vacation and also with the kids....Not fairmont but only Fairmont Pallisar is the worst place with worst staff.....they lie about their upgrades when they never do that,negative,fake
448,Fairmont Palliser,"This hotel is not up to the standard of other fairmont properties. Nicole at the front desk was incompetent and because of her service i will probably never return to this hotel. So disappointed because the fairmont is usually my go-to hotel. But now, not in Calgary.",negative,fake
449,Fairmont Palliser,"I booked this for my birthday and was really excited to try it. However, I left incredibly disappointed. When we arrived we went to the Rimrock room and were escorted back out into the lobby among screaming children. The ambience was ruined right from the start. It took 15 minutes for our waitress to arrive and it was close to 40 minutes before we were served tea. She was completely overworked. We missed out on the opportunity to smell the teas, it wasn't even offered to us, however all of the neighbouring tables received the experience. I also was lacking cutlery. It took 10 minutes to get a fork. The food was good but could not make up for the poor service and terrible atmosphere. We will be staying at the fairmont royal york in June and I am hoping to take my mother to tea,…",negative,real
450,Fairmont Palliser,We came here for the festive Christmas brunch and while the ambience was nice the food was definitely lacking. Either the trays were empty and there was no food or there were no plates....Very overpriced for what was offered- will not return.,negative,real
451,Sheraron Suires Eau Claire,"The Westin Calgary has been upstaged by Starwood sister property the Sheraton Suites Eau Claire.  The Sheraton staff's effortlessly cheerful greeting sets the stage for a pleasant stay in their spacious rooms.  Separate parlor with ample work space and separate sink and vanity with decent lighting make even a 1 night stay more comfortable.  Starwood seems to be leaning toward ""W"" style decor and venues in their newer properties, but the bar and restaurant in this one don't fit.  The Owl's Nest from sister hotel Westin across the street is more inviting and would be more at home here than the smoky Irish bar, and the BBQ restaurant is very out of place.  But why stay in when Calgary has so many other culinary offerings? ",positive,real
452,Sheraron Suires Eau Claire,"The staff did everything well with covid rules in place, the room was well appointed and clean front desk and valet staff were professional and cheerful the only small I sure is room service could seem to get an order correct on a couple occasions. Recommended with an excellent location",positive,real
453,Sheraron Suires Eau Claire,Throughout the pandemic this hotel was a god send. We frequent the city of Calgary and needed a place to stay as many of our other hotel go-to places simply either shutdown or didn't offer the required services.   The Sheraton Eau Claire came through. This wasn't a hotel we would have looked at in the past but now will definitely keep on the list. Clean... exceptional service... great restaurant.. and great proximity to downtown and access to other parts of the city.,positive,real
454,Sheraron Suires Eau Claire,"Tran, Maddie and the rest of the crew went above and beyond to make our stay great. Our suite (741) was spacious, cozy and superclean. We brought toddler with us and upon check in he was given coloring book and a little toy. Wish we could come more often!",positive,real
455,Sheraron Suires Eau Claire,"Great service from Doug at the Fire and Flower yesterday afternoon. We went out to some of our favorite restaurants to support things opening up. We were disappointed Joeys was not following the guidelines so we went to Fire and Flower and had Doug take great care of us and pass on some good stories. There was temperature checks and good safety protocols being followed. Food was great too. Thank you Sheraton, Fire and Flower and Doug for doing things right. ",positive,fake
456,Sheraron Suires Eau Claire,"I took advantage of the Tourism Calgary special to enjoy a night at the Sheraton Eau Claire.  It was such a treat to have a mini-vacation in these crazy COVID times and to enjoy the Prince’s Island and Eau Claire area, especially in great weather and beautiful fall colours.  Thank you to all of the staff at the hotel, including in the Flower & Wolf restaurant.  Everyone was so friendly and made me feel extra welcome.  (You can tell they were all smiling, even under those masks!)",positive,real
457,Sheraron Suires Eau Claire,We can only say good things about this hotel and our stay! Clean and spacious room! Wonderful layout of the 2-bedroom suite (an elite member upgrade). Friendly and professional staff.  Great location and delicious breakfast and food.  The whole staff team even signed a card and gave us a gift (bottle of wine) for our anniversary!  Great COVID measures with hand sanitizer and temperature check during our stay.  We will come back in a heartbeat! They deserve more than 5 stars!,positive,real
458,Sheraron Suires Eau Claire,"This is a beautiful, albeit somewhat older, luxury hotel. The service was warm and friendly (thank you Ava), and the rooms were immaculate. The mini suite was comfortable and the beds were great. A full breakfast was served in their dining room. Social distancing, masks and temperature readings were all present. We will gladly stay again. One concern: why are there no handrails in the bath/shower area?",positive,real
459,Sheraron Suires Eau Claire,"We spent three nights at the Sheraton Suites Eau Claire. It was magnificent. The staff was extremely friendly, the beds were soooo comfortable and the shower was terrific. It was a little tight for two adults and two teenagers but due to the facilities no one really minded. The kids used the pool (not too large) and the slide which they described as awesome.  The location of the hotel is really terrific. There is plenty to do right nearby and Chinatown is walking distance. Would definitely stay here again.",positive,real
460,Sheraron Suires Eau Claire,"Had a third floor room facing the pub across the street and was concerned we would be kept up all night by the pub's noise, but didn't hear a thing after 9 pm.  Staff here were very helpful, made a great recommendation for Thai food off site, and reviewed a future booking without any obligation.  Both bar and lunch restaurant were comfortable, if a bit noisy, and worth a  look at.  Here too server was very helpful and patient with us.  Breakfast menu was a bit weak and overpriced for quantity and quality of food.    Serving staff at breakfast however was friendly and attentive.  Room itself was deluxe, hallway was quiet and I slept well.",positive,real
461,Sheraron Suires Eau Claire,Excellent hotel and staff.  Our family of 4 enjoyed our visit to Calgary and this hotel was a big part of that enjoyment.  Beautiful facility with a family friendly atmosphere - perfect pool and fitness center.  The best hotel we stayed at during our three weeks in Canada. 1st Class. ,positive,fake
462,Sheraron Suires Eau Claire,The front desk was so nice and professional  I had breakfast it was amazing and coffee was in a big cup so I got my fill I stay there to go to the Calgary folkfest fest I will return next year king size bed was heavenly ,positive,real
463,Sheraron Suires Eau Claire,"A fantastic hotel close to so many amenities, parks, walking trails and the Bow River.  We appreciated the breakfast every morning of our stay on the roof top terrace as well as Appetizers in the evening.  The staff were incredible and very personal; they were their to make our stay a memorable one.  Thank you to all of Sheraton's staff for offering 200% of yourselves to your guests.  Would recommend for a longer stay or a weekend getaway.",positive,fake
464,Sheraron Suires Eau Claire,"We stayed here for 6 nights during Stampede. It was one of the best choices we have ever made. The hotel turned into a Cowboy themed Hotel, staff dressed in keeping with the theme.. it just added to a perfect stay.  Our suite was clean and spacious, with everything you could need. The Housekeeping was fantastic , very meticulous !!! Breakfast was delicious, even though we would have preferred a buffet style. The bar was very reasonably priced and staff were always friendly and fast.  We can't wait to return to The Stampede and will have no second thoughts of where to stay !!!",positive,real
465,Sheraron Suires Eau Claire,"I got to Calgary very frequently and by far this is one my favourite Sheraton in the world with an outstanding friendly and caring staff. Located at Eau Claire Market this is a great spot for business or visiting on vacation with tons of restaurants nearby and running trails close by. If you are fortunate to take advantage of the lounge, it has a very friendly staff and a great outdoor patio with a superb view .  ",positive,real
466,Sheraron Suires Eau Claire,"Excellent location, Great Property, Spacious Bedroom, Nice Barhroom, Very nice food and most courteous staff with special mention of Manisha who was very helpful in advising what all to see in Calgary as this being our first trip.  As a Hotel Expert Level 10 on Trip Advisor I fully recommend this hotel for a very comfortable and pleasant stay in Calgary.  👍👍",positive,real
467,Sheraron Suires Eau Claire,This was our first time in Calgary and we couldn’t have chosen a better hotel.   Thank you to Manisha and her staff for taking excellent care of us. We couldn’t have asked for anything else. This was the third Sheraton we stayed at during our west coast trip and we were very happy with each one. Thank you Sheraton hotels.,positive,real
468,Sheraron Suires Eau Claire,This hotel is very convenient location in central calgary. Easy walk to train & shopping. Stayed here in a lovely suite. Staff is very friendly n knowledgable. Room is very clean n comfortable. Great place to stay.,positive,fake
469,Sheraron Suires Eau Claire,"I wanted to try a suite for this stay as it was a bit longer than usual. It was an absolute delight to stay here as the suite normally gives you more homely feel than a usual hotel room. With a separate living area, study and kitchen, it just gave the feels of a mini house! The bathroom was to die for - quite spacious and I could simply spend most of my time here!! The staffs were absolutely friendly and warm which added to the overall experience. The location was another plus - quite conveniently located in the downtown. ",positive,real
470,Sheraron Suires Eau Claire,Loved my stay here.  Great hotel and good location.  Staff were extremely helpful and room service was fast with good selection from the menu.  Good workout room.  Splurged on the club level and enjoyed the breakfast with friendly staff.,positive,fake
471,Sheraron Suires Eau Claire,"Although we were upgraded to a suite, I would have preferred the same sized room without the “suite” designation: the wall separating the bedroom and living area resulted in two small areas rather than an open, larger space.    The hotel, itself, is in a wonderful area (adjacent to Prince’s Island park), and the staff was friendly and accommodating.",positive,real
472,Sheraron Suires Eau Claire,"Can’t say enough about this hotel. Great location near theatre and Eau Claire market.  Very clean, great staff, reasonable valet parking cost. Great pool and slide for kids and hot tub for adults. Great fitness room. Great on site restaurant with super breakfast.",positive,fake
473,Sheraron Suires Eau Claire,They gave me an upgrade to a 1 bedroom suite.  The beds are really comfortable and the staff is awesome.  Everyone is very helpful and friendly!  Housekeeping was exemplary.  I wish every location I stayed was as good as this hotel.,positive,fake
474,Sheraron Suires Eau Claire,"For just a night, it was a wonderful Sheraton experience and was well worth the stay.  My wife was quite impressed with the booking process and that all her requests were  satisfactorily accommodated by the hotel staff.  During the check-in, they were always a step ahead and seem to forecast our needs as a family.  Everyone is genuinely friendly and helpful.  I personally liked the layout of the room we got, not to mention a good view of the urban landscape outside. The breakfast experience was superb at the Wolf and Flower Restaurant.  I definitely see my family staying in this hotel again in the future and would definitely recommend it to friends. Excellent overall!",positive,real
475,Sheraron Suires Eau Claire,"This hotel is runned in a way that everyone that walks in the door is family. Very clean , love the food in both restaurants. Everyone here is friendly and willing to help . Cleanest rooms I’ve ever seen .",positive,fake
476,Sheraron Suires Eau Claire,"Wasn't happy with how you have to pay $12.99 for wifi. You're paying that much for the hotel and they won't include wifi? Also in the night our daughter needed to come into the bed so we pulled out the pull out bed. There was a paper saying the bedding was in the bottom drawer in the bedroom. We scoured the entire hotel room and there were no blankets anywhere for the pull out bed - so frustrating. Also, no breakfast included. Other than that it was really nice - staff was friendly, pool was really awesome, everything else was great.",negative,real
477,Sheraron Suires Eau Claire,"DO NOT STAY HERE if you are looking for a relaxing place to stay, especially if you thought you were getting a ""premium"" experience with the Sheraton name. Mariott should be EMBARRASSED to have this property in their portfolio, and the cesspool of staffers they employ there who could not possibly care less about their guests' experience.  We didn't even stay the night because we were upset with the condition of the room and lack of COVID-19 protocols being followed, yet they are still insisting on charging us WITHOUT OUR CONSENT. We will be following up in small claims court. STAY AWAY FROM THIS HEADACHE.",negative,real
478,Sheraron Suires Eau Claire,Most amenities in this hotel are closed so even members have no access to club etc which used to make the price somewhat palatable....with all amenities closed they still charge very high fees and nail you on parking rates  Must be the change to Marriott and the United States influences   Would not recommend this hotel,negative,real
479,Sheraron Suires Eau Claire,Literally only time I've ever written a complaint in my entire life. The active duty hotel manager was the rudest and most condescending woman I've ever met in my entire life. I was wearing informal clothing and I look quite young. She was friendly and happy to help the older wealthy looking couple in front of me but didn't even greet me when I reached the front desk. Then proceeded to make me feel as if I didnt belong there. I left in tears and feeling terrible about myself.,negative,real
480,Sheraron Suires Eau Claire,Just had one of the worst breakfasts imaginable.   At Wolf and Flower the Eau Claire Resto.  Poor service and when the ordered food arrived Scrambled eggs and Eggs Benedict both plates were cold.   Not just tepid but cold.  When the retuned food was finally replaced is appeared to be reheated and not fresh eggs  Ultimately a  very fatty poorly prepared breakfast,negative,real
481,Sheraron Suires Eau Claire,Calling the rooms in this hotel suites is very misleading.  The room I stayed was s regular size room with a wall between the beds and the sofa.  Stood in line at the restraint at 8:00 AM for nearly 10 minutes while the only staffer I could see took a personal call and didn’t even acknowledge me.,negative,real
482,Sheraron Suires Eau Claire,"The only thing we were excited about was leaving this hotel! We arrived at 3, were unable to get into our room until 4:30 because it wasnt ready. Our room keys didnt work. We were not offer assistance with our bags. It seemed like a huge inconvenience to to the if we asked for help with anything. We watched the valet drive the vehicles and were scared to leave our car with the valet because they drove them so fast to the corner! We booked a whirlpool room (assumed that it meant a tub with jets) it was only a large tub. No whirlpool. The room was so uncomfortably hot and we had the thermostat turned down to 16. No AC despite being told there was. You pay for wifi, you pay for valet, nothing is included with a $300.00 room. Wouldn't recommend this place to anyone!!",negative,real
483,Sheraron Suires Eau Claire,I recently stayed at the Sheraton Suites Eau Claire for a wedding.   What did I get in return? A $250 charge for leaving an empty pack of cigarettes in the garbage can.    It's absolutely ridiculous to charge someone a fee for THROWING OUT garbage!! Are you kidding me?   Never staying here again. ,negative,real
484,Sheraron Suires Eau Claire,Was charged a $250 smoking cleaning fee when we did not smoke in the room. The report stated that the evening manager saw cigarettes in the room when there was none. Requested the day time manager to check the room himself of any scents/residue from smoking and refused. Any attempt to resolve the issue has been delayed and passed on. Not staying here again.,negative,real
485,Sheraron Suires Eau Claire,"We had stayed here previously and had enjoyed our stay on an upper level floor. However we stayed this visit on a lower floor and all night the automated and audible ""walk"" signal of the crosswalk outside the front of hotel went off every few minutes even if no one is crossing the street!   It was completely disruptive to sleep and at the rate we are paying for staying here completely unacceptable to endure.   I would not recommend staying at this hotel on a lower level on the front side of the hotel to anyone unless you have earplugs!",negative,real
486,Sheraron Suires Eau Claire,"My Wife and I decided to stay the night in Calgary to do some R&R and a little shopping.  We booked the Hotel through the Sheraton Website and had some difficulty as they we charging two different rates for the same room. At the end they suggested I book the cheaper one, as it was the same room.  The website is very confusing as there are over 100 different room package....  So we booked a best room 550 sqft. concierge floor.  When we get to the Hotel I am asked if I needed Vallet Parking, and asked them how much. They told me it was $38 a night and it was ""Manditory"" .....or we could park on the street..it was going to be -20 that night.....  Next we get to the check in, they cannot find our reservation, then they won't honour the online price stating it is for locals only, no…",negative,real
487,Sheraron Suires Eau Claire,"For years, we have been regular and sincerely delighted Sheraton customers for both personal and business purpose. Regrettably, we had an incident this past weekend, which leaves us stifled. Our car got damaged in the valet service of Sheraton (EAU in Calgary, CA), scratches on every panel. We whole heartily understand that incidents of the sort happen, and that it is likely the unintentional negligence of one/few, and not a representation of Sheraton. Confident and faithful we remained. Regrettably, the incident has been very poorly handled…and now three days passed the event, we are told we brought our car in damaged, and to have a nice day. Really…?!   I take enormous pride in being an upright citizen, in being honest and being fair. Not only am I walking away with a damaged…",negative,real
488,Sheraron Suires Eau Claire,"I stayed at a club lounge floor, one king size bed non smoking room on Oct 12th.   They made a big mistake about my request and it was such a shame as a four star hotel.   My stay in this hotel was for throwing a surprise birthday party for my boyfriend. I told the hotel about that it's his birthday when I made a reservation on their website. But I wanted to arrange a surprise birthday cake plate at midnight so I visited the hotel two days before the date.   I talked to a concerge, George.  My request was  *a cake plate with a message on the plate saying happy birthday *two glasses of champagne  *delivery those two listed above to our room at midnight to celebrate  I wanted to please him so I wanted to make this perfect.",negative,real
489,Sheraron Suires Eau Claire,"I just arrived home after a weekend in Calgary to Celebrate a good friends bachelorette party.  We had heard good things about this hotel as well i had stayed there once previously so didnt think there would be any issues!   We arrived at the hotel at about 5pm, check in was fine, there was 9 of us in total but only 6 staying over night in one of their suites, we had some drinks there but then left because we had a dinner reservation for 8pm. We did not arrive back at the hotel till 1 am where we realized we had forgotten our keys, We went up to front desk and asked nicely if we could have a key to our room as we had fogotten ours.",negative,real
490,Sheraron Suires Eau Claire,"Went into adjoining bar part of Sheraton Fionn mccools from outter beer garden entrance. The waitress told us the bar door was closed for a reason. Very rude to visit a place and be turned away 6 Irish visitors and my elderly dad who has poor mobility and has a walking aid needed a seat to rest and with the hot weather we needed a drink water. On exiting area a girl at the door commented ""did u enjoy your visit"" and laughed. Very rude I must say. Gave us a bad taste of Calgary on our family holiday. ",negative,real
491,Sheraron Suires Eau Claire,"I booked a $600/night room and due to my credit card being lost during my travels I had to put a $300 room deposit for incidentals. No big deal, however, when I went to go use the Internet, I was told I could not get access as I did not have a credit card on file. REALLY? $600 ROOM, $300 deposit and no $11 Internet. Ironically my room included free Internet, but I still needed a credit card. This is wrong on so many levels I am shocked.  Starwood...this is the year 2014 and the Internet is FREE everywhere. Even when not, MOST of us can easily get on the Internet with our smart phones. Please update your 1990's Internet policies. The Internet is NOT a perk anymore.  Also, when entering my room, all the lights and TV were on.",negative,real
492,Sheraron Suires Eau Claire,"I have stayed for 4 nights and they forgot to give me a wakeup call! For that reason I was going to lose $2,000.  Even though I reported the incident to the front desk, there was no appologies from the manager! Do they know what is the service?",negative,fake
493,Sheraron Suires Eau Claire,After reading comments online about the construction we decided to call today regarding our reservation tomorrow.  We requested to be away from the construction.  Initially we were told that our room was on the same floor as the construction and we were offered an upgrade for $120 to the club suite on the 14th floor.  That would guarantee no construction noise.  When we declined the upgrade but continued with our request for a quieter room she said that she could not accommodate our request because rooms were assigned first come first served.  We were then told that we might be able to get a room on the first floor but we would likely still hear the construction noise.  I'm already very confused.,negative,real
494,Sheraron Suires Eau Claire,"I usually do not travel and stay at any of the Sheraton's, because if things go wrong, they go really wrong.   I had booked a hotel suite for my brother and his wife, but he was unable to travel to Calgary, as he fell very ill and was in the hospital.  I called Sheraton Suites, cancelled and they gave me a cancellation number.    Once month later on the Visa bill there is a hotel charge.  Called them and explained - they stated that I did not cancel, unless I can produce a cancellation number.  Well, you can guess I can't find the number.  I then pointed out that I had not faxed back the authorization to use my visa, for a 3 party visa charge required if the person staying is not paying for the suite.  She stated it doesn't matter, we put it through anyway.",negative,real
495,Sheraron Suires Eau Claire,We recently stayed at the Eau Claire. It is a very nice hotel right in downtown Calgary. The building itself and the rooms are extremely beautiful. The room we had was very large and had lots of space and very comfy. There were 2 problems which you should know about. The hotel is not known for its food and the dinner we had was not the best. There are other places very close to eat. Parking at the hotel is a real problem as they make everybody use the valet service and it makes for a real mess. There is plenty of cheap parking in the area so use that. ,negative,real
496,Sheraron Suires Eau Claire,"Good location, OK rooms but I'lll never stay there again.  Brutal front desk staff.  Denied a travelocity prepayment even when showed the travelocty reservation, whiuch they had on system.  Had to pay 300% more then seek resolution from travelocity.   Travelocity was excellent.   Problems with high speed internet. in room.  Only 1 treadmill in gym worked, and the TV there did not.",negative,fake
497,Sheraron Suires Eau Claire,"Attended a large wedding at Sheraton Eau Claire on May long weekend and was very unmpressed.  Staff forget to bring out appetizrs, served food cold, and served a rotten dairy dessert.  Will never book any function here, as service was horrible and guests could have been sick from the poor food quality.",negative,real
498,Sheraron Suires Eau Claire,"Checked in to the hotel and they were jackhammering the floors out in the lobby. The front desk attendant had a face mask on to keep from breathing the stone and concrete dust from the air. Bad way to start a stay!  The hotel should have emailed all its guest to make sure they knew what was going on. They didn't. The rooms are nice and if you can put up with the noise, not such a bad place. I think the hotel is very overpriced. Charing for internet does not sit well with me when paying 350.00 per night for a Sheraton.  Will stay at the Westin from now on.",negative,real
499,Sheraron Suires Eau Claire,"We made reservations through the central number (a mistake, I know) and were not told of the renovations (and associated mess and noise) nor the lack of an exercise facility/pool. It is normally a great hotel with excellent service, however our advice is to stay elsewhere until the after the work is completed in mid-March 2012.",negative,real
500,Sheraron Suires Eau Claire,I was expecting a lot from this hotel. Room itself was okay. Cleanliness was average. What bothered me was there was no information about the facilities in the room. I called about this and next day I was left a room service menu (on top of the one already in the room). I spoke to front desk. Nothing happened. I left a note in my room. Nothing happened. The other thing that bothered me was that when I called to find out when the pool was open (since I didn't have any information about the facilities)  I was told it was open. When I went down there was a sign saying it was closed for the week for maintenance! I would not recommend this hotel considering the price.,negative,real
501,Hotel Clique,We were quite pleased with this hotel at first. The hotel looked new and trendy. The front desk clerk checked us in very quickly and efficiently. What bothered me was the light around the base of the bed which was attractive until I realized how much light it cast in the room at night. As well the shower controls were so hopelessly complex that we couldn’t figure them out even with the directions. Not sure if it wasn’t working or we just couldn’t figure them out. We gave up.,positive,real
502,Hotel Clique,We stayed here for 2 nights and I was super surprised with how great the room and amenities were. The bathroom had everything you could ever need and the bedroom was huge ! Easy parking and a great location to be based for a couple of days to get around the city.,positive,fake
503,Hotel Clique,"We stayed here for 4 days and loved it! Great location, front desk and cleaning staff were amazing and extremely polite and helpful. We tried the hot tub - clean and located perfectly. The room was spacious and clean too, we felt safe knowing they followed Covid-19 protocols properly. The bed was super comfy. We also loved that they have a good restaurant just at the lobby - good food and perfect place to have drinks since you don't need to drive anymore. Oh and lots of free parking space! This will be our new go to when in Calgary!",positive,real
504,Hotel Clique,"We stayed here for two nights. The bed was super comfy, the shower was amazing (multiple jets) and the attention to detail was amazing. There is a Keurig in the room, makeup mirror with ring light, blackout curtains. . .For $100/night, you can't go wrong. Rooftop hot tubs faces the wrong way for sunsets (who planned that one?) but you can see the sunset from the gym haha. Hot tubs were always crowded. Happy hour in bar downstairs.",positive,real
505,Hotel Clique,"I was really impressed by this hotel, barely over $100/ night,  brand new hotel, large rooms, great amenities and very polite staff. Free and ample parking available! We weren’t boarding a flight- we stayed here and did quite a few activities around Calgary….even though it’s near the airport- it’s easy to get to downtown Calgary and most holiday activities such as the Zoo, the science centre etc.  Good restaurant - with good quality meals  Will definitely stay here again!!",positive,real
506,Hotel Clique,Very Clean & neat Hotel rooms. The staff was extremely welcoming and the whole environment was hospitable. Kids loved the hot tub on the terrace. Close to Airport and a great value for money. I will be more than happy to visit there any time.,positive,real
507,Hotel Clique,"Great stay, hotel staff were super friendly and helpful ! Loved the amazing shower in the room and the roof top hut tubs were wonderful, we used room service and it was quick and friendly. Quick and easy to get to from Cross Iron mall!, highly recommend!",positive,real
508,Hotel Clique,Just wanted to say a big thank you to Manni who was so kind and offered us early checkin plus an upgrade to a room with a walk-in shower. My husband had recently injured his knee and was not moving well; Manni thought the shower might be easier for my husband to  navigate and she was right!! She also placed us on a floor that was very quiet which was much appreciated. We enjoyed our takeout dinner at the attached restaurant; one of the servers even delivered the food to our room. Our entire stay was great! We will be back!!,positive,real
509,Hotel Clique,"This is our first choice for convenience as a stopover on our way to Edmonton. Beds are comfy, staff is great, and the lounge is wonderful.  The breakfasts and coffee are also top-notch. It’s a quick drive to Cross Iron Mills.",positive,real
